mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,label
-414.11431884765625,82.08792877197266,12.610219955444336,32.12962341308594,2.221029758453369,11.476945877075195,-1.8376919031143188,7.88104248046875,-3.493525981903076,5.47052526473999,1.474487543106079,3.019343137741089,0.6654423475265503,1.0
-463.89788818359375,78.66067504882812,9.8344087600708,35.10205078125,22.24146270751953,24.459047317504883,11.769911766052246,15.829985618591309,11.7015962600708,13.975851058959961,10.279265403747559,10.457386016845703,0.16573283076286316,1.0
-315.297119140625,93.13926696777344,13.64287281036377,33.38254165649414,4.831630229949951,12.353395462036133,-8.381452560424805,8.37035846710205,-5.7744460105896,15.576979637145996,6.351562976837158,10.06384563446045,4.227614879608154,1.0
-117.96135711669922,170.17774963378906,-61.466819763183594,23.826248168945312,-14.787616729736328,16.183578491210938,-4.959709644317627,26.672409057617188,-1.8946881294250488,0.06580524146556854,-7.571850776672363,4.3387131690979,-2.2778611183166504,1.0
-142.60491943359375,141.12979125976562,-98.17852020263672,63.160037994384766,-24.86280059814453,29.915830612182617,-37.7571907043457,17.458820343017578,-13.29934024810791,16.262056350708008,-14.990222930908203,-1.429463505744934,-5.765497207641602,1.0
-177.62518310546875,172.31507873535156,-25.954383850097656,35.63749694824219,-0.17827847599983215,12.985711097717285,-13.363649368286133,9.972051620483398,-3.060303211212158,-7.207282066345215,6.185293674468994,5.774025917053223,-3.0537009239196777,1.0
-283.13665771484375,-13.925992012023926,-64.45687866210938,3.0164284706115723,-30.12863540649414,-17.02354621887207,-1.7373429536819458,-9.878433227539062,-4.386918544769287,5.7127556800842285,0.4351139962673187,-6.029334545135498,-3.74082088470459,1.0
-313.369873046875,67.95063781738281,-38.62850570678711,28.65837860107422,-20.03078269958496,-16.104122161865234,-14.19951057434082,-1.9256868362426758,1.7487094402313232,-15.824556350708008,10.573708534240723,-0.6698552370071411,-4.330414772033691,1.0
-235.88011169433594,17.692506790161133,9.53077220916748,27.011476516723633,-5.056016445159912,8.729738235473633,-18.02039909362793,-5.723011493682861,-4.658275604248047,-7.452483654022217,-4.1108880043029785,6.8958740234375,-10.27640438079834,1.0
-543.6535034179688,77.1178207397461,-8.429993629455566,44.82442855834961,39.60478210449219,-37.96529006958008,-29.56156349182129,23.50559425354004,-6.381229400634766,-25.797788619995117,10.234399795532227,9.89754581451416,-9.00648307800293,1.0
-429.5387268066406,115.5485610961914,31.002351760864258,37.56404495239258,14.6455659866333,0.5235931873321533,-2.3696062564849854,1.3673745393753052,0.990308940410614,-0.3529396653175354,4.703661918640137,5.327322006225586,0.3758481442928314,1.0
-514.5596923828125,85.66626739501953,17.054990768432617,23.686643600463867,10.389067649841309,14.282215118408203,5.888461112976074,10.523937225341797,2.5806944370269775,6.062782287597656,-1.4626784324645996,1.3168166875839233,-1.3018147945404053,0.0
-423.8758239746094,62.7836799621582,-29.18128776550293,6.601417064666748,8.468016624450684,26.105083465576172,5.891689300537109,9.202936172485352,8.744497299194336,20.04851531982422,8.299702644348145,8.509164810180664,-3.769815683364868,0.0
-696.8433837890625,18.306251525878906,2.5457100868225098,8.985428810119629,4.5494794845581055,3.9272677898406982,-1.9807113409042358,3.7285590171813965,2.7345175743103027,2.1776692867279053,0.19782093167304993,0.7369647026062012,-0.005888770800083876,0.0
-556.9923706054688,53.78391647338867,-22.545827865600586,19.02072525024414,-5.187934398651123,16.202638626098633,-8.6890287399292,17.004623413085938,3.561901807785034,15.63250732421875,-3.9875590801239014,9.7857084274292,-9.134749412536621,0.0
-355.87725830078125,23.947433471679688,14.722452163696289,23.452634811401367,6.585519313812256,8.040243148803711,4.568542957305908,5.15986967086792,0.5437150597572327,1.2355329990386963,-2.2763733863830566,1.1861099004745483,-0.7171511650085449,0.0
-331.9771728515625,94.0833511352539,-0.6901077032089233,38.71699142456055,6.067024230957031,34.67160415649414,-3.1064321994781494,29.609174728393555,-4.367497444152832,28.718402862548828,4.316115379333496,14.10914421081543,1.475746750831604,0.0
-675.6239013671875,23.134693145751953,10.843091011047363,7.655785083770752,2.0739362239837646,4.665594100952148,1.6707143783569336,2.959751844406128,3.099853038787842,2.3964457511901855,0.9372442364692688,2.176067590713501,2.948152780532837,0.0
-510.6436462402344,126.29783630371094,30.42111587524414,36.207523345947266,23.43680191040039,40.12654113769531,27.569116592407227,13.992752075195312,2.489417314529419,5.080648899078369,6.484977722167969,7.608763694763184,9.465882301330566,0.0
-373.30810546875,112.61992645263672,-3.4444234371185303,24.556150436401367,-3.211148977279663,17.606067657470703,-7.475804805755615,13.236050605773926,-5.2569260597229,5.796854019165039,-9.150259971618652,-0.07770256698131561,-0.9804092645645142,0.0
-478.2131652832031,67.63873291015625,-31.65473175048828,-20.26876449584961,-29.62560272216797,-16.356252670288086,-41.975704193115234,-33.12043380737305,-26.700759887695312,-14.824565887451172,-19.945531845092773,-9.46190071105957,-16.66298484802246,0.0
-556.8833618164062,23.979082107543945,-14.260117530822754,3.0525765419006348,-3.7314395904541016,4.4498066902160645,-2.882629632949829,-3.137051820755005,-4.250139236450195,-6.140718936920166,-4.301693916320801,-4.230108261108398,-2.9242095947265625,0.0
